Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
1/9/2017,3:53 AM,   57.9 °F ,   48.0 °F ,70%,   30.14 in ,   10.0 mi ,SE,   3.5 mph ,Partly Cloudy
1/9/2017,4:53 AM,   57.9 °F ,   48.0 °F ,70%,   30.10 in ,   10.0 mi ,East,   4.6 mph ,Partly Cloudy
1/9/2017,5:53 AM,   57.9 °F ,   48.0 °F ,70%,   30.14 in ,   10.0 mi ,SSW,   11.5 mph ,Mostly Cloudy
1/9/2017,6:53 AM,   59.0 °F ,   48.0 °F ,67%,   30.13 in ,   10.0 mi ,NNW,   4.6 mph ,Overcast
1/9/2017,7:53 AM,   57.0 °F ,   51.1 °F ,81%,   30.18 in ,   4.0 mi ,NNE,   6.9 mph ,Light Rain
1/9/2017,8:06 AM,   55.9 °F ,   52.0 °F ,87%,   30.20 in ,   1.8 mi ,NNE,   8.1 mph ,Heavy Rain
1/9/2017,8:26 AM,   55.0 °F ,   52.0 °F ,89%,   30.18 in ,   2.5 mi ,East,   8.1 mph ,Rain
1/9/2017,8:33 AM,   55.0 °F ,   52.0 °F ,89%,   30.18 in ,   6.0 mi ,East,   9.2 mph ,Light Rain
1/9/2017,8:53 AM,   55.9 °F ,   52.0 °F ,87%,   30.19 in ,   5.0 mi ,ESE,   8.1 mph ,Light Rain
1/9/2017,9:53 AM,   57.0 °F ,   52.0 °F ,83%,   30.18 in ,   8.0 mi ,East,   4.6 mph ,Overcast
1/9/2017,10:16 AM,   57.0 °F ,   53.1 °F ,87%,   30.20 in ,   2.5 mi ,North,   4.6 mph ,Light Rain
1/9/2017,10:27 AM,   57.0 °F ,   53.1 °F ,87%,   30.21 in ,   8.0 mi ,Calm,Calm,Light Rain
1/9/2017,10:53 AM,   57.0 °F ,   53.1 °F ,87%,   30.20 in ,   8.0 mi ,Calm,Calm,Haze
1/9/2017,11:41 AM,   59.0 °F ,   53.1 °F ,81%,   30.18 in ,   6.0 mi ,SSE,   5.8 mph ,Haze
1/9/2017,11:53 AM,   57.9 °F ,   54.0 °F ,87%,   30.17 in ,   5.0 mi ,South,   5.8 mph ,Light Rain
1/9/2017,12:00 PM,   59.0 °F ,   55.0 °F ,87%,   30.17 in ,   8.0 mi ,SE,   5.8 mph ,Mostly Cloudy
1/9/2017,12:53 PM,   59.0 °F ,   55.0 °F ,87%,   30.15 in ,   10.0 mi ,East,   3.5 mph ,Overcast
1/9/2017,1:53 PM,   60.1 °F ,   55.0 °F ,83%,   30.15 in ,   10.0 mi ,Calm,Calm,Overcast
1/9/2017,2:53 PM,   61.0 °F ,   55.9 °F ,83%,   30.14 in ,   10.0 mi ,SE,   3.5 mph ,Mostly Cloudy
1/9/2017,3:53 PM,   62.1 °F ,   55.0 °F ,78%,   30.12 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
1/9/2017,4:53 PM,   61.0 °F ,   55.9 °F ,83%,   30.13 in ,   10.0 mi ,WNW,   5.8 mph ,Mostly Cloudy
1/9/2017,5:53 PM,   57.9 °F ,   55.0 °F ,90%,   30.14 in ,   10.0 mi ,WNW,   4.6 mph ,Scattered Clouds
1/9/2017,6:53 PM,   55.9 °F ,   54.0 °F ,93%,   30.15 in ,   7.0 mi ,Calm,Calm,Clear
1/9/2017,7:53 PM,   55.9 °F ,   54.0 °F ,93%,   30.16 in ,   5.0 mi ,West,   5.8 mph ,Mostly Cloudy
1/9/2017,7:59 PM,   55.9 °F ,   53.1 °F ,90%,   30.16 in ,   1.2 mi ,WNW,   6.9 mph ,Mostly Cloudy
1/9/2017,8:19 PM,   55.9 °F ,   54.0 °F ,93%,   30.17 in ,   0.2 mi ,NW,   6.9 mph ,Fog
1/9/2017,8:53 PM,   55.9 °F ,   55.0 °F ,97%,   30.19 in ,   5.0 mi ,NNW,   3.5 mph ,Overcast
1/9/2017,9:06 PM,   55.9 °F ,   55.0 °F ,97%,   30.19 in ,   6.0 mi ,North,   3.5 mph ,Overcast
1/9/2017,9:14 PM,   55.9 °F ,   55.0 °F ,97%,   30.19 in ,   6.0 mi ,Calm,Calm,Overcast
1/9/2017,9:23 PM,   55.9 °F ,   55.0 °F ,97%,   30.18 in ,   6.0 mi ,Calm,Calm,Overcast
1/9/2017,9:33 PM,   55.9 °F ,   54.0 °F ,93%,   30.19 in ,   5.0 mi ,Calm,Calm,Overcast
1/9/2017,9:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.17 in ,   8.0 mi ,NW,   3.5 mph ,Overcast
1/9/2017,10:06 PM,   57.0 °F ,   55.0 °F ,93%,   30.17 in ,   9.0 mi ,NW,   4.6 mph ,Overcast
1/9/2017,10:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.17 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
1/9/2017,11:10 PM,   55.9 °F ,   54.0 °F ,93%,   30.17 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
1/9/2017,11:53 PM,   55.0 °F ,   53.1 °F ,93%,   30.17 in ,   3.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,12:22 AM,   55.0 °F ,   54.0 °F ,96%,   30.17 in ,   5.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,12:40 AM,   55.9 °F ,   53.1 °F ,90%,   30.16 in ,   4.0 mi ,Calm,Calm,Scattered Clouds
1/10/2017,12:47 AM,   55.4 °F ,   53.6 °F ,94%,   30.16 in ,   5.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,12:53 AM,   54.0 °F ,   53.1 °F ,97%,   30.16 in ,   4.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,1:37 AM,   55.0 °F ,   53.1 °F ,93%,   30.15 in ,   8.0 mi ,North,   3.5 mph ,Scattered Clouds
1/10/2017,1:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.15 in ,   5.0 mi ,Calm,Calm,Clear
1/10/2017,2:21 AM,   53.1 °F ,   51.1 °F ,93%,   30.15 in ,   1.8 mi ,Calm,Calm,Clear
1/10/2017,2:36 AM,   52.0 °F ,   50.0 °F ,93%,   30.15 in ,   0.8 mi ,Calm,Calm,Clear
1/10/2017,2:53 AM,   50.0 °F ,   48.0 °F ,93%,   30.14 in ,   0.8 mi ,Calm,Calm,Mist
1/10/2017,2:58 AM,   50.0 °F ,   48.9 °F ,96%,   30.15 in ,   1.2 mi ,Calm,Calm,Partly Cloudy
1/10/2017,3:05 AM,   50.0 °F ,   48.9 °F ,96%,   30.15 in ,   3.0 mi ,Calm,Calm,Partly Cloudy
1/10/2017,3:21 AM,   50.0 °F ,   48.9 °F ,96%,   30.15 in ,   2.0 mi ,East,   3.5 mph ,Clear
1/10/2017,3:23 AM,   51.1 °F ,   48.9 °F ,92%,   30.15 in ,   1.5 mi ,Calm,Calm,Partly Cloudy
1/10/2017,3:25 AM,   51.1 °F ,   48.9 °F ,92%,   30.15 in ,   0.8 mi ,Calm,Calm,Mist
1/10/2017,3:34 AM,   50.0 °F ,   48.9 °F ,96%,   30.15 in ,   0.2 mi ,Calm,Calm,Fog
1/10/2017,3:53 AM,   51.1 °F ,   50.0 °F ,96%,   30.13 in ,   0.5 mi ,East,   4.6 mph ,Fog
1/10/2017,4:19 AM,   51.1 °F ,   50.0 °F ,96%,   30.14 in ,   0.2 mi ,Calm,Calm,Fog
1/10/2017,4:53 AM,   52.0 °F ,   51.1 °F ,97%,   30.13 in ,   0.2 mi ,Calm,Calm,Fog
1/10/2017,5:53 AM,   52.0 °F ,   51.1 °F ,97%,   30.12 in ,   0.2 mi ,ESE,   4.6 mph ,Fog
1/10/2017,6:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.14 in ,   0.2 mi ,ENE,   3.5 mph ,Fog
1/10/2017,7:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.15 in ,   0.8 mi ,East,   3.5 mph ,Overcast
1/10/2017,8:00 AM,   53.1 °F ,   52.0 °F ,96%,   30.16 in ,   1.2 mi ,East,   3.5 mph ,Overcast
1/10/2017,8:51 AM,   53.6 °F ,   53.6 °F ,100%,   30.17 in ,   7.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,8:53 AM,   54.0 °F ,   53.1 °F ,97%,   30.17 in ,   8.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,9:53 AM,   57.0 °F ,   52.0 °F ,83%,   30.18 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,10:53 AM,   60.1 °F ,   48.9 °F ,67%,   30.16 in ,   10.0 mi ,WNW,   4.6 mph ,Mostly Cloudy
1/10/2017,11:53 AM,   62.1 °F ,   46.9 °F ,58%,   30.11 in ,   10.0 mi ,West,   4.6 mph ,Mostly Cloudy
1/10/2017,12:53 PM,   63.0 °F ,   48.9 °F ,60%,   30.09 in ,   10.0 mi ,West,   9.2 mph ,Scattered Clouds
1/10/2017,1:53 PM,   63.0 °F ,   46.9 °F ,56%,   30.07 in ,   10.0 mi ,NW,   9.2 mph ,Partly Cloudy
1/10/2017,2:53 PM,   62.1 °F ,   48.0 °F ,60%,   30.07 in ,   10.0 mi ,West,   11.5 mph ,Clear
1/10/2017,3:53 PM,   59.0 °F ,   48.0 °F ,67%,   30.08 in ,   10.0 mi ,WNW,   11.5 mph ,Clear
1/10/2017,4:53 PM,   57.0 °F ,   50.0 °F ,77%,   30.08 in ,   10.0 mi ,West,   11.5 mph ,Scattered Clouds
1/10/2017,5:53 PM,   57.0 °F ,   51.1 °F ,81%,   30.08 in ,   10.0 mi ,West,   5.8 mph ,Scattered Clouds
1/10/2017,6:53 PM,   57.0 °F ,   51.1 °F ,81%,   30.08 in ,   10.0 mi ,West,   4.6 mph ,Partly Cloudy
1/10/2017,7:53 PM,   55.9 °F ,   51.1 °F ,84%,   30.09 in ,   10.0 mi ,West,   3.5 mph ,Scattered Clouds
1/10/2017,8:49 PM,   55.4 °F ,   51.8 °F ,88%,   30.10 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,8:53 PM,   55.9 °F ,   51.1 °F ,84%,   30.10 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
1/10/2017,9:37 PM,   55.9 °F ,   52.0 °F ,87%,   30.11 in ,   10.0 mi ,SW,   5.8 mph ,Partly Cloudy
1/10/2017,9:53 PM,   55.9 °F ,   52.0 °F ,87%,   30.11 in ,   10.0 mi ,WSW,   3.5 mph ,Clear
1/10/2017,10:53 PM,   54.0 °F ,   51.1 °F ,90%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
1/10/2017,11:48 PM,   53.6 °F ,   51.8 °F ,94%,   30.11 in ,   2.5 mi ,ENE,   4.6 mph ,Rain
1/10/2017,11:53 PM,   54.0 °F ,   52.0 °F ,93%,   30.10 in ,   3.0 mi ,NE,   3.5 mph ,Light Rain
1/11/2017,12:02 AM,   55.0 °F ,   52.0 °F ,89%,   30.10 in ,   8.0 mi ,Calm,Calm,Light Rain
1/11/2017,12:50 AM,   53.6 °F ,   51.8 °F ,94%,   30.09 in ,   6.0 mi ,SSE,   3.5 mph ,Light Rain
1/11/2017,12:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.08 in ,   6.0 mi ,SE,   3.5 mph ,Light Rain
1/11/2017,1:17 AM,   55.0 °F ,   53.1 °F ,93%,   30.09 in ,   9.0 mi ,Calm,Calm,Overcast
1/11/2017,1:31 AM,   55.0 °F ,   53.1 °F ,93%,   30.08 in ,   8.0 mi ,Calm,Calm,Overcast
1/11/2017,1:53 AM,   55.0 °F ,   52.0 °F ,89%,   30.07 in ,   7.0 mi ,Calm,Calm,Overcast
1/11/2017,2:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.06 in ,   8.0 mi ,Calm,Calm,Light Rain
1/11/2017,3:53 AM,   53.1 °F ,   51.1 °F ,93%,   30.04 in ,   7.0 mi ,Calm,Calm,Scattered Clouds
1/11/2017,4:18 AM,   53.1 °F ,   52.0 °F ,96%,   30.03 in ,   6.0 mi ,SSE,   3.5 mph ,Mostly Cloudy
1/11/2017,4:30 AM,   53.1 °F ,   51.1 °F ,93%,   30.03 in ,   5.0 mi ,SE,   4.6 mph ,Scattered Clouds
1/11/2017,4:45 AM,   52.0 °F ,   51.1 °F ,97%,   30.03 in ,   5.0 mi ,ESE,   4.6 mph ,Mostly Cloudy
1/11/2017,4:53 AM,   52.0 °F ,   51.1 °F ,97%,   30.03 in ,   4.0 mi ,East,   4.6 mph ,Mostly Cloudy
1/11/2017,5:53 AM,   53.1 °F ,   52.0 °F ,96%,   30.04 in ,   6.0 mi ,SE,   3.5 mph ,Overcast
1/11/2017,6:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.05 in ,   9.0 mi ,SSE,   3.5 mph ,Overcast
1/11/2017,7:49 AM,   53.6 °F ,   51.8 °F ,94%,   30.06 in ,   10.0 mi ,SE,   5.8 mph ,Overcast
1/11/2017,7:53 AM,   54.0 °F ,   52.0 °F ,93%,   30.06 in ,   10.0 mi ,SE,   6.9 mph ,Overcast
1/11/2017,8:53 AM,   55.9 °F ,   53.1 °F ,90%,   30.08 in ,   10.0 mi ,SE,   6.9 mph ,Overcast
1/11/2017,9:53 AM,   57.9 °F ,   53.1 °F ,84%,   30.09 in ,   10.0 mi ,SSE,   8.1 mph ,Overcast
1/11/2017,10:50 AM,   57.2 °F ,   53.6 °F ,88%,   30.08 in ,   2.5 mi ,South,   9.2 mph ,Light Rain
1/11/2017,10:53 AM,   57.9 °F ,   53.1 °F ,84%,   30.07 in ,   2.0 mi ,South,   9.2 mph ,Light Rain
1/11/2017,11:00 AM,   57.0 °F ,   53.1 °F ,87%,   30.08 in ,   2.0 mi ,South,   9.2 mph ,Light Rain
1/11/2017,11:53 AM,   57.0 °F ,   54.0 °F ,89%,   30.04 in ,   1.8 mi ,South,   9.2 mph ,Light Rain
1/11/2017,12:44 PM,   55.9 °F ,   54.0 °F ,93%,   30.03 in ,   1.0 mi ,South,   6.9 mph ,Light Rain
1/11/2017,12:53 PM,   55.9 °F ,   54.0 °F ,93%,   30.02 in ,   1.0 mi ,South,   9.2 mph ,Light Rain
1/11/2017,1:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.01 in ,   1.0 mi ,SSE,   8.1 mph ,Light Rain
1/11/2017,2:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.00 in ,   5.0 mi ,South,   5.8 mph ,Overcast
1/11/2017,3:11 PM,   57.0 °F ,   55.0 °F ,93%,   30.01 in ,   1.8 mi ,South,   6.9 mph ,Light Rain
1/11/2017,3:36 PM,   57.0 °F ,   55.0 °F ,93%,   30.01 in ,   3.0 mi ,South,   8.1 mph ,Light Rain
1/11/2017,3:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.01 in ,   7.0 mi ,South,   8.1 mph ,Overcast
1/11/2017,4:53 PM,   57.0 °F ,   54.0 °F ,89%,   30.00 in ,   4.0 mi ,South,   5.8 mph ,Overcast
1/11/2017,5:53 PM,   57.0 °F ,   55.0 °F ,93%,   29.99 in ,   9.0 mi ,South,   4.6 mph ,Overcast
1/11/2017,6:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.00 in ,   9.0 mi ,South,   5.8 mph ,Overcast
1/11/2017,7:30 PM,   57.0 °F ,   55.0 °F ,93%,   30.01 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
1/11/2017,7:49 PM,   57.2 °F ,   55.4 °F ,94%,   30.02 in ,   10.0 mi ,SSW,   6.9 mph ,Overcast
1/11/2017,7:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.01 in ,   10.0 mi ,SW,   4.6 mph ,Overcast
1/11/2017,8:53 PM,   57.0 °F ,   55.0 °F ,93%,   30.02 in ,   9.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
1/11/2017,9:08 PM,   57.0 °F ,   54.0 °F ,89%,   30.03 in ,   8.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
1/11/2017,9:22 PM,   55.9 °F ,   54.0 °F ,93%,   30.03 in ,   8.0 mi ,West,   4.6 mph ,Mostly Cloudy
1/11/2017,9:53 PM,   55.9 °F ,   53.1 °F ,90%,   30.03 in ,   8.0 mi ,West,   4.6 mph ,Partly Cloudy
1/11/2017,10:53 PM,   54.0 °F ,   52.0 °F ,93%,   30.03 in ,   8.0 mi ,WNW,   3.5 mph ,Clear
1/11/2017,11:53 PM,   52.0 °F ,   50.0 °F ,93%,   30.01 in ,   6.0 mi ,Calm,Calm,Clear
1/12/2017,12:53 AM,   51.1 °F ,   50.0 °F ,96%,   30.01 in ,   5.0 mi ,Calm,Calm,Clear
1/12/2017,1:53 AM,   51.1 °F ,   50.0 °F ,96%,   30.00 in ,   3.0 mi ,Calm,Calm,Clear
1/12/2017,2:05 AM,   52.0 °F ,   50.0 °F ,93%,   30.01 in ,   2.5 mi ,Calm,Calm,Scattered Clouds
1/12/2017,2:09 AM,   51.1 °F ,   50.0 °F ,96%,   30.01 in ,   1.0 mi ,Calm,Calm,Mist
1/12/2017,2:30 AM,   51.1 °F ,   50.0 °F ,96%,   30.01 in ,   2.0 mi ,Calm,Calm,Mostly Cloudy
1/12/2017,2:47 AM,   51.8 °F ,   50.0 °F ,94%,   30.00 in ,   4.0 mi ,Calm,Calm,Mostly Cloudy
1/12/2017,2:53 AM,   51.1 °F ,   50.0 °F ,96%,   30.00 in ,   6.0 mi ,East,   3.5 mph ,Partly Cloudy
1/12/2017,3:53 AM,   52.0 °F ,   48.9 °F ,89%,   29.95 in ,   10.0 mi ,ENE,   3.5 mph ,Clear
1/12/2017,4:53 AM,   51.1 °F ,   48.9 °F ,92%,   29.95 in ,   9.0 mi ,Calm,Calm,Clear
1/12/2017,5:53 AM,   51.1 °F ,   48.9 °F ,92%,   29.96 in ,   9.0 mi ,Calm,Calm,Clear
1/12/2017,6:53 AM,   51.1 °F ,   48.9 °F ,92%,   29.98 in ,   9.0 mi ,Calm,Calm,Clear
1/12/2017,7:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.99 in ,   9.0 mi ,SE,   3.5 mph ,Clear
1/12/2017,8:53 AM,   54.0 °F ,   50.0 °F ,86%,   30.01 in ,   9.0 mi ,ESE,   5.8 mph ,Clear
1/12/2017,9:53 AM,   55.9 °F ,   51.1 °F ,84%,   30.03 in ,   9.0 mi ,SSE,   5.8 mph ,Clear
1/12/2017,10:53 AM,   57.9 °F ,   51.1 °F ,78%,   30.01 in ,   8.0 mi ,South,   6.9 mph ,Overcast
1/12/2017,11:50 AM,   59.0 °F ,   50.0 °F ,72%,   29.99 in ,   10.0 mi ,South,   11.5 mph ,Overcast
1/12/2017,11:53 AM,   57.9 °F ,   50.0 °F ,75%,   29.99 in ,   9.0 mi ,SSW,   12.7 mph ,Overcast
1/12/2017,12:53 PM,   57.9 °F ,   50.0 °F ,75%,   29.95 in ,   10.0 mi ,South,   12.7 mph ,Overcast
1/12/2017,1:53 PM,   57.9 °F ,   52.0 °F ,81%,   29.94 in ,   10.0 mi ,South,   9.2 mph ,Overcast
1/12/2017,2:07 PM,   57.9 °F ,   51.1 °F ,78%,   29.95 in ,   10.0 mi ,South,   15.0 mph ,Overcast
1/12/2017,2:42 PM,   55.0 °F ,   48.0 °F ,77%,   29.96 in ,   1.8 mi ,SSW,   6.9 mph ,Rain
1/12/2017,2:53 PM,   54.0 °F ,   50.0 °F ,86%,   29.96 in ,   1.2 mi ,SW,   6.9 mph ,Rain
1/12/2017,3:24 PM,   55.0 °F ,   52.0 °F ,89%,   29.96 in ,   2.0 mi ,South,   4.6 mph ,Light Rain
1/12/2017,3:53 PM,   55.0 °F ,   53.1 °F ,93%,   29.96 in ,   3.0 mi ,South,   4.6 mph ,Light Rain
1/12/2017,4:53 PM,   55.9 °F ,   53.1 °F ,90%,   29.95 in ,   10.0 mi ,SE,   6.9 mph ,Overcast
1/12/2017,5:01 PM,   55.9 °F ,   53.1 °F ,90%,   29.96 in ,   10.0 mi ,SSE,   5.8 mph ,Overcast
1/12/2017,5:53 PM,   55.0 °F ,   53.1 °F ,93%,   29.95 in ,   9.0 mi ,ESE,   5.8 mph ,Light Rain
1/12/2017,6:05 PM,   55.0 °F ,   53.1 °F ,93%,   29.96 in ,   9.0 mi ,ESE,   3.5 mph ,Overcast
1/12/2017,6:16 PM,   55.0 °F ,   52.0 °F ,89%,   29.96 in ,   9.0 mi ,SE,   6.9 mph ,Overcast
1/12/2017,6:38 PM,   55.0 °F ,   52.0 °F ,89%,   29.96 in ,   4.0 mi ,ESE,   4.6 mph ,Light Rain
1/12/2017,6:53 PM,   55.0 °F ,   53.1 °F ,93%,   29.96 in ,   8.0 mi ,SE,   3.5 mph ,Light Rain
1/12/2017,7:53 PM,   54.0 °F ,   52.0 °F ,93%,   29.96 in ,   7.0 mi ,East,   4.6 mph ,Light Rain
1/12/2017,8:53 PM,   54.0 °F ,   52.0 °F ,93%,   29.97 in ,   8.0 mi ,NE,   3.5 mph ,Mostly Cloudy
1/12/2017,9:53 PM,   54.0 °F ,   52.0 °F ,93%,   29.97 in ,   8.0 mi ,Calm,Calm,Overcast
1/12/2017,10:30 PM,   54.0 °F ,   52.0 °F ,93%,   29.97 in ,   9.0 mi ,East,   5.8 mph ,Overcast
1/12/2017,10:53 PM,   54.0 °F ,   52.0 °F ,93%,   29.97 in ,   1.8 mi ,WNW,   9.2 mph ,Heavy Rain
1/12/2017,10:55 PM,   54.0 °F ,   52.0 °F ,93%,   29.98 in ,   2.0 mi ,WNW,   9.2 mph ,Heavy Rain
1/12/2017,11:08 PM,   54.0 °F ,   52.0 °F ,93%,   29.98 in ,   8.0 mi ,WSW,   5.8 mph ,Light Rain
1/12/2017,11:19 PM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
1/12/2017,11:32 PM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   9.0 mi ,WSW,   4.6 mph ,Light Rain
1/12/2017,11:40 PM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   5.0 mi ,West,   4.6 mph ,Light Rain
1/12/2017,11:53 PM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   6.0 mi ,West,   4.6 mph ,Light Rain
1/13/2017,12:53 AM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   10.0 mi ,NW,   3.5 mph ,Light Rain
1/13/2017,1:13 AM,   54.0 °F ,   51.1 °F ,90%,   29.98 in ,   10.0 mi ,Calm,Calm,Light Rain
1/13/2017,1:20 AM,   54.0 °F ,   51.1 °F ,90%,   29.99 in ,   10.0 mi ,Calm,Calm,Overcast
1/13/2017,1:41 AM,   53.1 °F ,   51.1 °F ,93%,   29.99 in ,   6.0 mi ,North,   4.6 mph ,Light Rain
1/13/2017,1:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.98 in ,   10.0 mi ,NNE,   4.6 mph ,Light Rain
1/13/2017,2:21 AM,   53.1 °F ,   50.0 °F ,89%,   29.98 in ,   6.0 mi ,NE,   6.9 mph ,Light Rain
1/13/2017,2:42 AM,   53.1 °F ,   51.1 °F ,93%,   29.98 in ,   10.0 mi ,Calm,Calm,Light Rain
1/13/2017,2:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.98 in ,   9.0 mi ,NNW,   4.6 mph ,Light Rain
1/13/2017,3:07 AM,   53.1 °F ,   48.9 °F ,86%,   29.98 in ,   5.0 mi ,NNE,   4.6 mph ,Light Rain
1/13/2017,3:49 AM,   51.8 °F ,   48.2 °F ,88%,   29.98 in ,   5.0 mi ,Calm,Calm,Rain
1/13/2017,3:53 AM,   52.0 °F ,   48.9 °F ,89%,   29.98 in ,   5.0 mi ,Calm,Calm,Light Rain
1/13/2017,4:53 AM,   52.0 °F ,   50.0 °F ,93%,   29.98 in ,   10.0 mi ,Calm,Calm,Light Rain
1/13/2017,5:44 AM,   52.0 °F ,   50.0 °F ,93%,   30.00 in ,   6.0 mi ,WSW,   5.8 mph ,Light Rain
1/13/2017,5:53 AM,   52.0 °F ,   50.0 °F ,93%,   30.00 in ,   4.0 mi ,WSW,   5.8 mph ,Rain
1/13/2017,6:53 AM,   51.1 °F ,   48.9 °F ,92%,   29.99 in ,   10.0 mi ,NE,   5.8 mph ,Mostly Cloudy
1/13/2017,7:53 AM,   52.0 °F ,   48.0 °F ,86%,   30.01 in ,   10.0 mi ,Calm,Calm,Overcast
1/13/2017,8:53 AM,   53.1 °F ,   48.9 °F ,86%,   30.02 in ,   10.0 mi ,SSE,   4.6 mph ,Mostly Cloudy
1/13/2017,9:13 AM,   53.1 °F ,   50.0 °F ,89%,   30.03 in ,   10.0 mi ,SSE,   4.6 mph ,Mostly Cloudy
1/13/2017,9:41 AM,   53.1 °F ,   48.9 °F ,86%,   30.04 in ,   10.0 mi ,SSE,   4.6 mph ,Mostly Cloudy
1/13/2017,9:53 AM,   54.0 °F ,   48.9 °F ,83%,   30.03 in ,   10.0 mi ,Variable,   5.8 mph ,Mostly Cloudy
1/13/2017,10:44 AM,   55.0 °F ,   50.0 °F ,83%,   30.03 in ,   10.0 mi ,South,   5.8 mph ,Mostly Cloudy
1/13/2017,10:53 AM,   55.0 °F ,   50.0 °F ,83%,   30.02 in ,   10.0 mi ,South,   3.5 mph ,Mostly Cloudy
1/13/2017,11:53 AM,   55.9 °F ,   48.0 °F ,75%,   29.99 in ,   10.0 mi ,South,   3.5 mph ,Overcast
1/13/2017,12:46 PM,   57.0 °F ,   48.0 °F ,72%,   29.98 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
1/13/2017,12:53 PM,   57.0 °F ,   46.9 °F ,69%,   29.97 in ,   10.0 mi ,Calm,Calm,Overcast
1/13/2017,1:53 PM,   57.0 °F ,   48.9 °F ,74%,   29.97 in ,   10.0 mi ,West,   5.8 mph ,Mostly Cloudy
1/13/2017,2:53 PM,   57.0 °F ,   48.9 °F ,74%,   29.98 in ,   10.0 mi ,West,   8.1 mph ,Mostly Cloudy
1/13/2017,3:31 PM,   55.9 °F ,   48.9 °F ,77%,   29.99 in ,   10.0 mi ,WNW,   6.9 mph ,Overcast
1/13/2017,3:53 PM,   55.9 °F ,   48.9 °F ,77%,   29.99 in ,   10.0 mi ,WNW,   8.1 mph ,Mostly Cloudy
1/13/2017,4:53 PM,   55.0 °F ,   46.9 °F ,74%,   29.99 in ,   10.0 mi ,West,   10.4 mph ,Overcast
1/13/2017,5:53 PM,   54.0 °F ,   46.9 °F ,77%,   30.01 in ,   10.0 mi ,West,   5.8 mph ,Overcast
1/13/2017,6:53 PM,   54.0 °F ,   46.9 °F ,77%,   30.02 in ,   9.0 mi ,Calm,Calm,Light Rain
1/13/2017,7:01 PM,   54.0 °F ,   46.9 °F ,77%,   30.02 in ,   7.0 mi ,Calm,Calm,Light Rain
1/13/2017,7:53 PM,   53.1 °F ,   48.9 °F ,86%,   30.03 in ,   7.0 mi ,WNW,   4.6 mph ,Light Rain
1/13/2017,8:00 PM,   53.1 °F ,   48.0 °F ,83%,   30.03 in ,   9.0 mi ,NNW,   3.5 mph ,Light Rain
1/13/2017,8:07 PM,   53.1 °F ,   48.9 °F ,86%,   30.04 in ,   10.0 mi ,Calm,Calm,Light Rain
1/13/2017,8:53 PM,   53.1 °F ,   48.9 °F ,86%,   30.04 in ,   10.0 mi ,Calm,Calm,Overcast
1/13/2017,9:06 PM,   53.1 °F ,   48.9 °F ,86%,   30.04 in ,   10.0 mi ,Calm,Calm,Light Rain
1/13/2017,9:38 PM,   53.1 °F ,   48.9 °F ,86%,   30.05 in ,   10.0 mi ,ENE,   3.5 mph ,Overcast
1/13/2017,9:53 PM,   53.1 °F ,   48.9 °F ,86%,   30.04 in ,   10.0 mi ,Calm,Calm,Overcast
