Day,Time (PST),Temp,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions
2/10/2018,4:53 AM,   55.9 °F ,   51.1 °F ,84%,   29.92 in ,   6.0 mi ,ESE,   5.8 mph ,Haze
2/10/2018,5:10 AM,   55.9 °F ,   51.1 °F ,84%,   29.92 in ,   6.0 mi ,ESE,   6.9 mph ,Haze
2/10/2018,5:36 AM,   55.9 °F ,   51.1 °F ,84%,   29.93 in ,   8.0 mi ,ESE,   6.9 mph ,Overcast
2/10/2018,5:53 AM,   55.9 °F ,   51.1 °F ,84%,   29.92 in ,   8.0 mi ,ESE,   6.9 mph ,Overcast
2/10/2018,6:53 AM,   55.9 °F ,   50.0 °F ,80%,   29.94 in ,   8.0 mi ,ESE,   6.9 mph ,Overcast
2/10/2018,7:53 AM,   57.0 °F ,   48.9 °F ,74%,   29.94 in ,   7.0 mi ,ESE,   8.1 mph ,Haze
2/10/2018,8:53 AM,   57.9 °F ,   48.9 °F ,72%,   29.95 in ,   7.0 mi ,SE,   8.1 mph ,Overcast
2/10/2018,9:53 AM,   60.1 °F ,   50.0 °F ,69%,   29.94 in ,   10.0 mi ,SSE,   6.9 mph ,Overcast
2/10/2018,10:53 AM,   62.1 °F ,   50.0 °F ,65%,   29.93 in ,   10.0 mi ,South,   9.2 mph ,Overcast
2/10/2018,11:53 AM,   63.0 °F ,   50.0 °F ,63%,   29.91 in ,   10.0 mi ,SSW,   12.7 mph ,Overcast
2/10/2018,12:53 PM,   63.0 °F ,   52.0 °F ,67%,   29.88 in ,   10.0 mi ,South,   11.5 mph ,Overcast
2/10/2018,1:53 PM,   63.0 °F ,   51.1 °F ,65%,   29.86 in ,   10.0 mi ,SSW,   12.7 mph ,Overcast
2/10/2018,2:53 PM,   63.0 °F ,   52.0 °F ,67%,   29.85 in ,   10.0 mi ,South,   9.2 mph ,Overcast
2/10/2018,3:53 PM,   62.1 °F ,   52.0 °F ,70%,   29.84 in ,   10.0 mi ,South,   11.5 mph ,Overcast
2/10/2018,4:53 PM,   61.0 °F ,   53.1 °F ,75%,   29.83 in ,   10.0 mi ,SSW,   12.7 mph ,Overcast
2/10/2018,5:53 PM,   60.1 °F ,   53.1 °F ,78%,   29.86 in ,   10.0 mi ,SW,   8.1 mph ,Overcast
2/10/2018,6:53 PM,   60.1 °F ,   54.0 °F ,80%,   29.87 in ,   10.0 mi ,South,   6.9 mph ,Overcast
2/10/2018,7:53 PM,   60.1 °F ,   54.0 °F ,80%,   29.88 in ,   10.0 mi ,SSE,   3.5 mph ,Overcast
2/10/2018,8:53 PM,   57.9 °F ,   53.1 °F ,84%,   29.88 in ,   10.0 mi ,ESE,   4.6 mph ,Scattered Clouds
2/10/2018,9:53 PM,   55.9 °F ,   51.1 °F ,84%,   29.88 in ,   10.0 mi ,Calm,Calm,Clear
2/10/2018,10:53 PM,   55.0 °F ,   51.1 °F ,86%,   29.89 in ,   10.0 mi ,Calm,Calm,Clear
2/10/2018,11:53 PM,   55.0 °F ,   51.1 °F ,86%,   29.90 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/11/2018,12:53 AM,   55.0 °F ,   51.1 °F ,86%,   29.91 in ,   10.0 mi ,NE,   4.6 mph ,Partly Cloudy
2/11/2018,1:53 AM,   54.0 °F ,   51.1 °F ,90%,   29.91 in ,   9.0 mi ,NNE,   5.8 mph ,Clear
2/11/2018,2:53 AM,   54.0 °F ,   51.1 °F ,90%,   29.89 in ,   10.0 mi ,NNE,   4.6 mph ,Scattered Clouds
2/11/2018,3:10 AM,   55.0 °F ,   51.1 °F ,86%,   29.90 in ,   10.0 mi ,NNE,   4.6 mph ,Mostly Cloudy
2/11/2018,3:53 AM,   55.9 °F ,   51.1 °F ,84%,   29.88 in ,   10.0 mi ,Calm,Calm,Overcast
2/11/2018,4:46 AM,   53.1 °F ,   50.0 °F ,89%,   29.88 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/11/2018,4:53 AM,   53.1 °F ,   48.9 °F ,86%,   29.88 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/11/2018,5:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.88 in ,   10.0 mi ,Calm,Calm,Clear
2/11/2018,6:53 AM,   53.1 °F ,   50.0 °F ,89%,   29.91 in ,   9.0 mi ,NNE,   4.6 mph ,Clear
2/11/2018,7:53 AM,   57.0 °F ,   52.0 °F ,83%,   29.91 in ,   9.0 mi ,Calm,Calm,Clear
2/11/2018,8:53 AM,   61.0 °F ,   52.0 °F ,72%,   29.93 in ,   10.0 mi ,Calm,Calm,Clear
2/11/2018,9:53 AM,   64.0 °F ,   48.0 °F ,56%,   29.93 in ,   10.0 mi ,Calm,Calm,Clear
2/11/2018,10:53 AM,   66.0 °F ,   46.0 °F ,48%,   29.91 in ,   10.0 mi ,Calm,Calm,Clear
2/11/2018,11:53 AM,   69.1 °F ,   46.9 °F ,45%,   29.88 in ,   10.0 mi ,SW,   9.2 mph ,Clear
2/11/2018,12:53 PM,   66.0 °F ,   48.9 °F ,54%,   29.86 in ,   10.0 mi ,WSW,   13.8 mph ,Clear
2/11/2018,1:53 PM,   64.9 °F ,   46.9 °F ,52%,   29.86 in ,   10.0 mi ,SSW,   10.4 mph ,Clear
2/11/2018,2:53 PM,   64.0 °F ,   50.0 °F ,60%,   29.86 in ,   10.0 mi ,SSW,   11.5 mph ,Scattered Clouds
2/11/2018,3:53 PM,   63.0 °F ,   52.0 °F ,67%,   29.88 in ,   10.0 mi ,WSW,   8.1 mph ,Partly Cloudy
2/11/2018,4:53 PM,   62.1 °F ,   51.1 °F ,67%,   29.89 in ,   10.0 mi ,West,   9.2 mph ,Scattered Clouds
2/11/2018,5:00 PM,   62.1 °F ,   50.0 °F ,65%,   29.90 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/11/2018,5:53 PM,   61.0 °F ,   50.0 °F ,67%,   29.89 in ,   10.0 mi ,West,   3.5 mph ,Overcast
2/11/2018,6:53 PM,   61.0 °F ,   50.0 °F ,67%,   29.90 in ,   10.0 mi ,Calm,Calm,Overcast
2/11/2018,7:53 PM,   60.1 °F ,   50.0 °F ,69%,   29.89 in ,   10.0 mi ,SE,   3.5 mph ,Overcast
2/11/2018,8:53 PM,   61.0 °F ,   51.1 °F ,70%,   29.88 in ,   10.0 mi ,South,   3.5 mph ,Overcast
2/11/2018,9:53 PM,   61.0 °F ,   52.0 °F ,72%,   29.89 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
2/11/2018,10:27 PM,   61.0 °F ,   53.1 °F ,75%,   29.89 in ,   10.0 mi ,SSW,   4.6 mph ,Overcast
2/11/2018,10:43 PM,   60.1 °F ,   53.1 °F ,78%,   29.89 in ,   10.0 mi ,South,   5.8 mph ,Overcast
2/11/2018,10:53 PM,   60.1 °F ,   53.1 °F ,78%,   29.88 in ,   10.0 mi ,South,   4.6 mph ,Overcast
2/11/2018,11:36 PM,   60.1 °F ,   52.0 °F ,75%,   29.88 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
2/11/2018,11:51 PM,   60.8 °F ,   51.8 °F ,72%,   29.88 in ,   10.0 mi ,SSW,   6.9 mph ,Overcast
2/11/2018,11:53 PM,   60.1 °F ,   52.0 °F ,75%,   29.87 in ,   10.0 mi ,SSW,   6.9 mph ,Overcast
2/12/2018,12:53 AM,   59.0 °F ,   53.1 °F ,81%,   29.87 in ,   10.0 mi ,SW,   4.6 mph ,Scattered Clouds
2/12/2018,1:02 AM,   59.0 °F ,   53.1 °F ,81%,   29.87 in ,   10.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
2/12/2018,1:36 AM,   59.0 °F ,   53.1 °F ,81%,   29.86 in ,   10.0 mi ,SW,   3.5 mph ,Overcast
2/12/2018,1:51 AM,   59.0 °F ,   53.6 °F ,82%,   29.86 in ,   10.0 mi ,Calm,Calm,Overcast
2/12/2018,1:53 AM,   59.0 °F ,   53.1 °F ,81%,   29.85 in ,   10.0 mi ,Calm,Calm,Overcast
2/12/2018,2:12 AM,   59.0 °F ,   54.0 °F ,83%,   29.86 in ,   9.0 mi ,WSW,   4.6 mph ,Light Rain
2/12/2018,2:25 AM,   57.9 °F ,   54.0 °F ,87%,   29.86 in ,   10.0 mi ,SW,   6.9 mph ,Overcast
2/12/2018,2:53 AM,   59.0 °F ,   54.0 °F ,83%,   29.85 in ,   10.0 mi ,SW,   8.1 mph ,Overcast
2/12/2018,3:53 AM,   57.9 °F ,   53.1 °F ,84%,   29.84 in ,   10.0 mi ,SSW,   5.8 mph ,Mostly Cloudy
2/12/2018,4:53 AM,   57.9 °F ,   53.1 °F ,84%,   29.85 in ,   10.0 mi ,SW,   5.8 mph ,Mostly Cloudy
2/12/2018,5:00 AM,   57.9 °F ,   53.1 °F ,84%,   29.86 in ,   10.0 mi ,SW,   6.9 mph ,Mostly Cloudy
2/12/2018,5:10 AM,   57.9 °F ,   53.1 °F ,84%,   29.86 in ,   10.0 mi ,South,   6.9 mph ,Overcast
2/12/2018,5:53 AM,   57.9 °F ,   53.1 °F ,84%,   29.86 in ,   10.0 mi ,South,   6.9 mph ,Mostly Cloudy
2/12/2018,6:00 AM,   57.9 °F ,   53.1 °F ,84%,   29.86 in ,   10.0 mi ,South,   8.1 mph ,Mostly Cloudy
2/12/2018,6:53 AM,   57.0 °F ,   52.0 °F ,83%,   29.86 in ,   9.0 mi ,West,   8.1 mph ,Mostly Cloudy
2/12/2018,7:53 AM,   57.9 °F ,   50.0 °F ,75%,   29.87 in ,   10.0 mi ,West,   13.8 mph ,Overcast
2/12/2018,8:53 AM,   57.9 °F ,   46.9 °F ,67%,   29.89 in ,   10.0 mi ,WNW,   11.5 mph ,Overcast
2/12/2018,9:53 AM,   60.1 °F ,   45.0 °F ,57%,   29.90 in ,   10.0 mi ,WNW,   10.4 mph ,Mostly Cloudy
2/12/2018,10:53 AM,   60.1 °F ,   45.0 °F ,57%,   29.90 in ,   10.0 mi ,West,   9.2 mph ,Overcast
2/12/2018,11:53 AM,   60.1 °F ,   45.0 °F ,57%,   29.90 in ,   10.0 mi ,West,   10.4 mph ,Overcast
2/12/2018,12:53 PM,   59.0 °F ,   44.1 °F ,58%,   29.88 in ,   10.0 mi ,West,   11.5 mph ,Overcast
2/12/2018,1:53 PM,   60.1 °F ,   44.1 °F ,55%,   29.88 in ,   10.0 mi ,SW,   10.4 mph ,Overcast
2/12/2018,2:53 PM,   60.1 °F ,   44.1 °F ,55%,   29.89 in ,   10.0 mi ,West,   10.4 mph ,Mostly Cloudy
2/12/2018,3:53 PM,   59.0 °F ,   41.0 °F ,51%,   29.89 in ,   10.0 mi ,West,   8.1 mph ,Mostly Cloudy
2/12/2018,4:53 PM,   57.0 °F ,   43.0 °F ,59%,   29.90 in ,   10.0 mi ,WSW,   10.4 mph ,Scattered Clouds
2/12/2018,5:53 PM,   57.0 °F ,   44.1 °F ,62%,   29.92 in ,   10.0 mi ,WSW,   8.1 mph ,Mostly Cloudy
2/12/2018,6:53 PM,   57.0 °F ,   43.0 °F ,59%,   29.95 in ,   10.0 mi ,SW,   5.8 mph ,Overcast
2/12/2018,7:53 PM,   57.0 °F ,   43.0 °F ,59%,   29.96 in ,   10.0 mi ,WSW,   5.8 mph ,Overcast
2/12/2018,8:53 PM,   55.9 °F ,   43.0 °F ,62%,   29.98 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
2/12/2018,9:53 PM,   55.9 °F ,   41.0 °F ,57%,   29.98 in ,   10.0 mi ,South,   3.5 mph ,Overcast
2/12/2018,10:53 PM,   55.9 °F ,   42.1 °F ,60%,   29.99 in ,   10.0 mi ,WSW,   4.6 mph ,Overcast
2/12/2018,11:53 PM,   53.1 °F ,   46.0 °F ,77%,   30.00 in ,   10.0 mi ,North,   3.5 mph ,Overcast
2/13/2018,12:53 AM,   52.0 °F ,   46.0 °F ,80%,   30.01 in ,   10.0 mi ,NNE,   6.9 mph ,Mostly Cloudy
2/13/2018,1:53 AM,   52.0 °F ,   46.0 °F ,80%,   30.02 in ,   10.0 mi ,NE,   4.6 mph ,Overcast
2/13/2018,2:53 AM,   52.0 °F ,   46.9 °F ,83%,   30.03 in ,   10.0 mi ,Calm,Calm,Overcast
2/13/2018,3:53 AM,   51.1 °F ,   46.9 °F ,86%,   30.03 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/13/2018,4:53 AM,   51.1 °F ,   46.9 °F ,86%,   30.04 in ,   10.0 mi ,NNE,   5.8 mph ,Overcast
2/13/2018,5:53 AM,   51.1 °F ,   46.0 °F ,83%,   30.04 in ,   10.0 mi ,East,   5.8 mph ,Mostly Cloudy
2/13/2018,6:53 AM,   50.0 °F ,   45.0 °F ,83%,   30.06 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/13/2018,7:53 AM,   52.0 °F ,   45.0 °F ,77%,   30.09 in ,   10.0 mi ,ESE,   5.8 mph ,Clear
2/13/2018,8:53 AM,   57.9 °F ,   43.0 °F ,58%,   30.12 in ,   10.0 mi ,ESE,   8.1 mph ,Clear
2/13/2018,9:53 AM,   61.0 °F ,   37.9 °F ,42%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/13/2018,10:53 AM,   62.1 °F ,   37.9 °F ,41%,   30.13 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/13/2018,11:53 AM,   63.0 °F ,   39.9 °F ,43%,   30.12 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/13/2018,12:53 PM,   64.0 °F ,   39.9 °F ,41%,   30.09 in ,   10.0 mi ,SSW,   6.9 mph ,Mostly Cloudy
2/13/2018,1:53 PM,   64.0 °F ,   41.0 °F ,43%,   30.09 in ,   10.0 mi ,WSW,   11.5 mph ,Clear
2/13/2018,2:53 PM,   64.0 °F ,   42.1 °F ,45%,   30.09 in ,   10.0 mi ,SW,   8.1 mph ,Partly Cloudy
2/13/2018,3:53 PM,   62.1 °F ,   43.0 °F ,50%,   30.11 in ,   10.0 mi ,WSW,   8.1 mph ,Scattered Clouds
2/13/2018,4:53 PM,   61.0 °F ,   43.0 °F ,52%,   30.12 in ,   10.0 mi ,SSW,   5.8 mph ,Mostly Cloudy
2/13/2018,5:53 PM,   60.1 °F ,   43.0 °F ,53%,   30.12 in ,   10.0 mi ,SSW,   3.5 mph ,Overcast
2/13/2018,6:53 PM,   59.0 °F ,   44.1 °F ,58%,   30.13 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/13/2018,7:53 PM,   57.9 °F ,   44.1 °F ,60%,   30.13 in ,   10.0 mi ,North,   4.6 mph ,Scattered Clouds
2/13/2018,8:53 PM,   57.0 °F ,   44.1 °F ,62%,   30.13 in ,   10.0 mi ,North,   3.5 mph ,Overcast
2/13/2018,9:53 PM,   57.9 °F ,   44.1 °F ,60%,   30.13 in ,   10.0 mi ,NNE,   5.8 mph ,Overcast
2/13/2018,10:53 PM,   59.0 °F ,   43.0 °F ,55%,   30.13 in ,   10.0 mi ,Calm,Calm,Overcast
2/13/2018,11:53 PM,   57.9 °F ,   43.0 °F ,58%,   30.13 in ,   10.0 mi ,Calm,Calm,Overcast
2/14/2018,12:53 AM,   57.9 °F ,   43.0 °F ,58%,   30.13 in ,   10.0 mi ,Calm,Calm,Overcast
2/14/2018,1:53 AM,   55.9 °F ,   44.1 °F ,64%,   30.12 in ,   10.0 mi ,ESE,   3.5 mph ,Overcast
2/14/2018,2:53 AM,   55.9 °F ,   44.1 °F ,64%,   30.10 in ,   10.0 mi ,Calm,Calm,Overcast
2/14/2018,3:53 AM,   53.1 °F ,   43.0 °F ,69%,   30.08 in ,   10.0 mi ,Calm,Calm,Scattered Clouds
2/14/2018,4:53 AM,   55.0 °F ,   44.1 °F ,67%,   30.08 in ,   10.0 mi ,Calm,Calm,Overcast
2/14/2018,5:53 AM,   53.1 °F ,   43.0 °F ,69%,   30.08 in ,   10.0 mi ,Calm,Calm,Partly Cloudy
2/14/2018,6:53 AM,   55.0 °F ,   43.0 °F ,64%,   30.09 in ,   10.0 mi ,ESE,   3.5 mph ,Scattered Clouds
2/14/2018,7:53 AM,   60.1 °F ,   43.0 °F ,53%,   30.10 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/14/2018,8:53 AM,   64.0 °F ,   42.1 °F ,45%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/14/2018,9:53 AM,   64.9 °F ,   42.1 °F ,43%,   30.12 in ,   10.0 mi ,Variable,   3.5 mph ,Clear
2/14/2018,10:53 AM,   68.0 °F ,   42.1 °F ,39%,   30.11 in ,   10.0 mi ,SW,   6.9 mph ,Clear
2/14/2018,11:53 AM,   69.1 °F ,   43.0 °F ,39%,   30.09 in ,   10.0 mi ,WSW,   6.9 mph ,Partly Cloudy
2/14/2018,12:53 PM,   68.0 °F ,   44.1 °F ,42%,   30.07 in ,   10.0 mi ,SSW,   5.8 mph ,Overcast
2/14/2018,1:53 PM,   69.1 °F ,   43.0 °F ,39%,   30.03 in ,   10.0 mi ,WSW,   4.6 mph ,Mostly Cloudy
2/14/2018,2:53 PM,   66.0 °F ,   45.0 °F ,47%,   30.05 in ,   10.0 mi ,SW,   10.4 mph ,Overcast
2/14/2018,3:53 PM,   64.0 °F ,   45.0 °F ,50%,   30.05 in ,   10.0 mi ,SSW,   10.4 mph ,Light Rain
2/14/2018,4:53 PM,   61.0 °F ,   46.9 °F ,60%,   30.03 in ,   10.0 mi ,SSE,   5.8 mph ,Light Rain
2/14/2018,5:53 PM,   60.1 °F ,   50.0 °F ,69%,   30.06 in ,   10.0 mi ,South,   5.8 mph ,Mostly Cloudy
2/14/2018,6:53 PM,   60.1 °F ,   51.1 °F ,72%,   30.08 in ,   10.0 mi ,South,   5.8 mph ,Overcast
2/14/2018,7:53 PM,   59.0 °F ,   51.1 °F ,75%,   30.07 in ,   10.0 mi ,Calm,Calm,Overcast
2/14/2018,8:53 PM,   59.0 °F ,   51.1 °F ,75%,   30.09 in ,   10.0 mi ,SSE,   3.5 mph ,Overcast
2/14/2018,9:53 PM,   59.0 °F ,   51.1 °F ,75%,   30.09 in ,   10.0 mi ,West,   5.8 mph ,Scattered Clouds
2/14/2018,10:31 PM,   57.9 °F ,   51.1 °F ,78%,   30.10 in ,   10.0 mi ,NW,   4.6 mph ,Mostly Cloudy
2/14/2018,10:53 PM,   57.9 °F ,   52.0 °F ,81%,   30.10 in ,   10.0 mi ,WNW,   4.6 mph ,Mostly Cloudy
2/14/2018,11:01 PM,   59.0 °F ,   52.0 °F ,78%,   30.10 in ,   10.0 mi ,WNW,   4.6 mph ,Mostly Cloudy
2/14/2018,11:09 PM,   57.9 °F ,   53.1 °F ,84%,   30.10 in ,   10.0 mi ,WNW,   4.6 mph ,Mostly Cloudy
2/14/2018,11:32 PM,   57.9 °F ,   53.1 °F ,84%,   30.09 in ,   10.0 mi ,WNW,   3.5 mph ,Scattered Clouds
2/14/2018,11:53 PM,   57.9 °F ,   53.1 °F ,84%,   30.09 in ,   10.0 mi ,NNW,   3.5 mph ,Clear
2/15/2018,12:46 AM,   57.0 °F ,   53.1 °F ,87%,   30.10 in ,   10.0 mi ,Calm,Calm,Mostly Cloudy
2/15/2018,12:53 AM,   55.0 °F ,   51.1 °F ,86%,   30.09 in ,   10.0 mi ,NE,   3.5 mph ,Mostly Cloudy
2/15/2018,1:03 AM,   55.9 °F ,   51.1 °F ,84%,   30.10 in ,   10.0 mi ,NE,   4.6 mph ,Overcast
2/15/2018,1:38 AM,   55.9 °F ,   51.1 °F ,84%,   30.09 in ,   10.0 mi ,NNE,   5.8 mph ,Overcast
2/15/2018,1:53 AM,   57.0 °F ,   51.1 °F ,81%,   30.07 in ,   10.0 mi ,NNE,   5.8 mph ,Overcast
2/15/2018,2:07 AM,   55.9 °F ,   51.1 °F ,84%,   30.08 in ,   10.0 mi ,NNE,   4.6 mph ,Overcast
2/15/2018,2:29 AM,   55.9 °F ,   50.0 °F ,80%,   30.07 in ,   10.0 mi ,NNE,   4.6 mph ,Mostly Cloudy
2/15/2018,2:53 AM,   55.9 °F ,   50.0 °F ,80%,   30.07 in ,   10.0 mi ,NNE,   6.9 mph ,Partly Cloudy
2/15/2018,3:53 AM,   54.0 °F ,   48.9 °F ,83%,   30.07 in ,   10.0 mi ,NE,   4.6 mph ,Partly Cloudy
2/15/2018,4:53 AM,   54.0 °F ,   48.9 °F ,83%,   30.06 in ,   10.0 mi ,NE,   5.8 mph ,Clear
2/15/2018,5:53 AM,   53.1 °F ,   48.9 °F ,86%,   30.08 in ,   10.0 mi ,NNE,   3.5 mph ,Clear
2/15/2018,6:53 AM,   52.0 °F ,   48.0 °F ,86%,   30.09 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/15/2018,7:53 AM,   57.9 °F ,   48.0 °F ,70%,   30.09 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/15/2018,8:53 AM,   62.1 °F ,   46.9 °F ,58%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/15/2018,9:53 AM,   64.0 °F ,   46.0 °F ,52%,   30.10 in ,   10.0 mi ,SSE,   3.5 mph ,Clear
2/15/2018,10:53 AM,   69.1 °F ,   43.0 °F ,39%,   30.09 in ,   10.0 mi ,NNW,   11.5 mph ,Clear
2/15/2018,11:53 AM,   70.0 °F ,   45.0 °F ,41%,   30.06 in ,   10.0 mi ,North,   6.9 mph ,Clear
2/15/2018,12:53 PM,   70.0 °F ,   46.0 °F ,42%,   30.04 in ,   10.0 mi ,NW,   13.8 mph ,Clear
2/15/2018,1:53 PM,   68.0 °F ,   45.0 °F ,43%,   30.02 in ,   10.0 mi ,WNW,   15.0 mph ,Clear
2/15/2018,2:53 PM,   68.0 °F ,   48.9 °F ,50%,   30.03 in ,   10.0 mi ,NW,   12.7 mph ,Clear
2/15/2018,3:53 PM,   64.9 °F ,   48.0 °F ,54%,   30.04 in ,   10.0 mi ,NW,   12.7 mph ,Clear
2/15/2018,4:53 PM,   63.0 °F ,   46.9 °F ,56%,   30.04 in ,   10.0 mi ,NW,   11.5 mph ,Mostly Cloudy
2/15/2018,5:53 PM,   62.1 °F ,   46.9 °F ,58%,   30.06 in ,   10.0 mi ,NNW,   8.1 mph ,Clear
2/15/2018,6:53 PM,   60.1 °F ,   45.0 °F ,57%,   30.09 in ,   10.0 mi ,North,   3.5 mph ,Clear
2/15/2018,7:53 PM,   60.1 °F ,   41.0 °F ,49%,   30.10 in ,   10.0 mi ,NNW,   4.6 mph ,Clear
2/15/2018,8:53 PM,   59.0 °F ,   44.1 °F ,58%,   30.12 in ,   10.0 mi ,North,   8.1 mph ,Clear
2/15/2018,9:53 PM,   57.0 °F ,   45.0 °F ,64%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
2/15/2018,10:53 PM,   55.9 °F ,   46.9 °F ,72%,   30.13 in ,   10.0 mi ,North,   4.6 mph ,Clear
2/15/2018,11:53 PM,   54.0 °F ,   45.0 °F ,72%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,12:53 AM,   52.0 °F ,   43.0 °F ,71%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,1:53 AM,   53.1 °F ,   42.1 °F ,66%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,2:53 AM,   52.0 °F ,   41.0 °F ,66%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,3:53 AM,   54.0 °F ,   41.0 °F ,62%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,4:53 AM,   53.1 °F ,   41.0 °F ,64%,   30.12 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,5:53 AM,   53.1 °F ,   39.0 °F ,59%,   30.10 in ,   10.0 mi ,NNE,   5.8 mph ,Clear
2/16/2018,6:53 AM,   53.1 °F ,   37.9 °F ,57%,   30.10 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,7:53 AM,   57.0 °F ,   37.0 °F ,47%,   30.12 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/16/2018,8:53 AM,   64.9 °F ,   30.9 °F ,28%,   30.13 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/16/2018,9:53 AM,   68.0 °F ,   23.0 °F ,18%,   30.13 in ,   10.0 mi ,East,   5.8 mph ,Clear
2/16/2018,10:53 AM,   73.0 °F ,   23.0 °F ,15%,   30.12 in ,   10.0 mi ,Variable,   4.6 mph ,Clear
2/16/2018,11:53 AM,   75.0 °F ,   24.1 °F ,15%,   30.09 in ,   10.0 mi ,West,   6.9 mph ,Clear
2/16/2018,12:53 PM,   73.9 °F ,   28.0 °F ,18%,   30.06 in ,   10.0 mi ,West,   12.7 mph ,Clear
2/16/2018,1:53 PM,   73.9 °F ,   27.0 °F ,18%,   30.04 in ,   10.0 mi ,WNW,   10.4 mph ,Clear
2/16/2018,2:53 PM,   73.0 °F ,   26.1 °F ,17%,   30.03 in ,   10.0 mi ,NW,   15.0 mph ,Clear
2/16/2018,3:53 PM,   72.0 °F ,   25.0 °F ,17%,   30.04 in ,   10.0 mi ,NW,   15.0 mph ,Clear
2/16/2018,4:53 PM,   69.1 °F ,   26.1 °F ,20%,   30.05 in ,   10.0 mi ,NW,   11.5 mph ,Clear
2/16/2018,5:53 PM,   64.9 °F ,   32.0 °F ,29%,   30.07 in ,   10.0 mi ,NNW,   11.5 mph ,Clear
2/16/2018,6:53 PM,   62.1 °F ,   32.0 °F ,32%,   30.09 in ,   10.0 mi ,North,   9.2 mph ,Clear
2/16/2018,7:53 PM,   62.1 °F ,   28.9 °F ,29%,   30.10 in ,   10.0 mi ,North,   5.8 mph ,Clear
2/16/2018,8:53 PM,   59.0 °F ,   24.1 °F ,26%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,9:53 PM,   55.0 °F ,   25.0 °F ,31%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,10:53 PM,   54.0 °F ,   27.0 °F ,35%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/16/2018,11:53 PM,   53.1 °F ,   27.0 °F ,37%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,12:53 AM,   51.1 °F ,   28.0 °F ,41%,   30.11 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,1:53 AM,   48.9 °F ,   28.0 °F ,44%,   30.10 in ,   10.0 mi ,East,   3.5 mph ,Clear
2/17/2018,2:53 AM,   48.9 °F ,   27.0 °F ,43%,   30.09 in ,   10.0 mi ,ESE,   4.6 mph ,Clear
2/17/2018,3:53 AM,   51.1 °F ,   25.0 °F ,36%,   30.09 in ,   10.0 mi ,NE,   3.5 mph ,Clear
2/17/2018,4:53 AM,   46.9 °F ,   26.1 °F ,44%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,5:53 AM,   48.9 °F ,   24.1 °F ,38%,   30.09 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,6:53 AM,   48.9 °F ,   25.0 °F ,39%,   30.09 in ,   10.0 mi ,ESE,   3.5 mph ,Clear
2/17/2018,7:53 AM,   55.9 °F ,   24.1 °F ,29%,   30.11 in ,   10.0 mi ,SE,   3.5 mph ,Clear
2/17/2018,8:53 AM,   64.9 °F ,   21.0 °F ,19%,   30.13 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,9:53 AM,   70.0 °F ,   18.0 °F ,14%,   30.14 in ,   10.0 mi ,Calm,Calm,Clear
2/17/2018,10:53 AM,   73.9 °F ,   17.1 °F ,12%,   30.13 in ,   10.0 mi ,Variable,   4.6 mph ,Clear
2/17/2018,11:53 AM,   73.9 °F ,   17.1 °F ,12%,   30.11 in ,   10.0 mi ,WSW,   5.8 mph ,Clear
